instanceType,instanceFamily,instanceFamilyName,processor,processorFeatures,vCpus,vCpuCores,vCpuThreadsPerCore,memorySizeInMiB,memorySizeInGiB,storage,storageTotalSizeInGB,networkPerformance,gpuTotalGpuMemoryInMiB,gpuTotalGpuMemoryInGiB,gpuCount,gpuName,gpuMemorySizeInMiB,onDemandLinuxHr,onDemandLinuxMonth,spotLinuxHr,spotLinuxMonth,processorClockSpeedInGhz,location,locationName,locationType,locationContinent,storageSupported,gpuManufacturer,currentGeneration,supportedUsageClasses,supportedRootDeviceTypes,supportedVirtualizationTypes,bareMetal,hypervisor,processorArchitectures,processorManufacturer,storageNvmeSupport,storageEncryptionSupport,ebsOptimizedSupport,ebsEncryptionSupport,ebsOptimizedBaselineBandwidthInMbps,ebsOptimizedBaselineThroughputInMBps,ebsOptimizedBaselineIops,ebsOptimizedMaxBandwidthInMbps,ebsOptimizedMaxThroughputInMBps,ebsOptimizedMaxIops,ebsNvmeSupport,onDemandSuseHr,onDemandSuseMonth,onDemandRhelHr,onDemandRhelMonth
r5d.2xlarge,r5d,"Memory optimized","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,65536.0,64.0,"1 x 300 NVMe SSD",300.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.72,525.6,0.0,0.0,3.1,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,2300.0,288.0,12000.0,4750.0,594.0,18750.0,required,0.845,616.85,0.835,609.55
r5d.4xlarge,r5d,"Memory optimized","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,131072.0,128.0,"2 x 300 NVMe SSD",600.0,"Up to 10 Gigabit",0.0,0.0,0,"","",1.44,1051.2,0.0,0.0,3.1,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,4750.0,594.0,18750.0,4750.0,594.0,18750.0,required,1.565,1142.45,1.613,1177.49
r5d.8xlarge,r5d,"Memory optimized","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",32.0,16.0,2.0,262144.0,256.0,"2 x 600 NVMe SSD",1200.0,"10 Gigabit",0.0,0.0,0,"","",2.88,2102.4,0.0,0.0,3.1,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,6800.0,850.0,30000.0,6800.0,850.0,30000.0,required,3.005,2193.65,3.226,2354.98
r5d.xlarge,r5d,"Memory optimized","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,32768.0,32.0,"1 x 150 NVMe SSD",150.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.36,262.8,0.0,0.0,3.1,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,1150.0,144.0,6000.0,4750.0,594.0,18750.0,required,0.416,303.68,0.418,305.14
t3.medium,t3,"General purpose","Intel Skylake E5 2686 v5","AVX; AVX2; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,4096.0,4.0,"EBS only",0.0,"Up to 5 Gigabit",0.0,0.0,0,"","",0.052,37.96,0.0,0.0,2.5,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,347.0,43.0,2000.0,2085.0,261.0,11800.0,required,0.1083,79.06,0.0808,58.98
t3.xlarge,t3,"General purpose","Intel Skylake E5 2686 v5","AVX; AVX2; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 5 Gigabit",0.0,0.0,0,"","",0.208,151.84,0.0,0.0,2.5,us-east-1-bos-1,"US East (Boston)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,695.0,87.0,4000.0,2780.0,348.0,15700.0,required,0.2643,192.94,0.2656,193.89
c5.12xlarge,c5,"Compute optimized","Intel Xeon Platinum 8275L","Intel AVX; Intel AVX2; Intel AVX512; Intel Deep Learning Boost; Intel Turbo",48.0,24.0,2.0,98304.0,96.0,"EBS only",0.0,"12 Gigabit",0.0,0.0,0,"","",3.616,2639.68,0.0,0.0,3.6,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,3.741,2730.93,4.134,3017.82
c5.24xlarge,c5,"Compute optimized","Intel Xeon Platinum 8275L","Intel AVX; Intel AVX2; Intel AVX512; Intel Deep Learning Boost; Intel Turbo",96.0,48.0,2.0,196608.0,192.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",7.231,5278.63,0.0,0.0,3.6,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,7.356,5369.88,8.268,6035.64
c5.2xlarge,c5,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.603,440.19,0.0,0.0,3.4,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,2300.0,288.0,10000.0,4750.0,594.0,20000.0,required,0.728,531.44,0.718,524.14
c5.4xlarge,c5,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",1.205,879.65,0.0,0.0,3.4,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,4750.0,594.0,20000.0,4750.0,594.0,20000.0,required,1.33,970.9,1.378,1005.94
g4dn.2xlarge,g4dn,"GPU instance","Intel Xeon Family","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,32768.0,32.0,"225 GB NVMe SSD",225.0,"Up to 25 Gigabit",16384.0,16.0,1.0,T4,16384.0,"","",0.0,0.0,2.5,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",1,NVIDIA,1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,1150.0,144.0,6000.0,3500.0,438.0,20000.0,required,"","","",""
m5.12xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",48.0,24.0,2.0,196608.0,192.0,"EBS only",0.0,"12 Gigabit",0.0,0.0,0,"","",4.223,3082.79,0.0,0.0,3.1,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,4.348,3174.04,4.741,3460.93
m5.2xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.704,513.92,0.0,0.0,3.1,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,2300.0,288.0,12000.0,4750.0,594.0,18750.0,required,0.829,605.17,0.819,597.87
m5.4xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,65536.0,64.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",1.408,1027.84,0.0,0.0,3.1,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,4750.0,594.0,18750.0,4750.0,594.0,18750.0,required,1.533,1119.09,1.58,1153.4
m5.8xlarge,m5,"General purpose","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",32.0,16.0,2.0,131072.0,128.0,"EBS only",0.0,"10 Gigabit",0.0,0.0,0,"","",2.815,2054.95,0.0,0.0,3.1,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,6800.0,850.0,30000.0,6800.0,850.0,30000.0,required,2.94,2146.2,3.161,2307.53
r5.12xlarge,r5,"Memory optimized","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",48.0,24.0,2.0,393216.0,384.0,"EBS only",0.0,"12 Gigabit",0.0,0.0,0,"","",5.548,4050.04,0.0,0.0,3.1,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,5.673,4141.29,6.066,4428.18
r5.2xlarge,r5,"Memory optimized","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,65536.0,64.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.925,675.25,0.0,0.0,3.1,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,2300.0,288.0,12000.0,4750.0,594.0,18750.0,required,1.05,766.5,1.04,759.2
r5.4xlarge,r5,"Memory optimized","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,131072.0,128.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",1.849,1349.77,0.0,0.0,3.1,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,4750.0,594.0,18750.0,4750.0,594.0,18750.0,required,1.974,1441.02,2.022,1476.06
r5.8xlarge,r5,"Memory optimized","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",32.0,16.0,2.0,262144.0,256.0,"EBS only",0.0,"10 Gigabit",0.0,0.0,0,"","",3.698,2699.54,0.0,0.0,3.1,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,6800.0,850.0,30000.0,6800.0,850.0,30000.0,required,3.823,2790.79,4.044,2952.12
r5.xlarge,r5,"Memory optimized","Intel Xeon Platinum 8175","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.462,337.26,0.0,0.0,3.1,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1150.0,144.0,6000.0,4750.0,594.0,18750.0,required,0.519,378.87,0.52,379.6
t3.medium,t3,"General purpose","Intel Skylake E5 2686 v5","AVX; AVX2; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,4096.0,4.0,"EBS only",0.0,"Up to 5 Gigabit",0.0,0.0,0,"","",0.0773,56.43,0.0,0.0,2.5,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,347.0,43.0,2000.0,2085.0,261.0,11800.0,required,0.1336,97.53,0.1061,77.45
t3.xlarge,t3,"General purpose","Intel Skylake E5 2686 v5","AVX; AVX2; Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 5 Gigabit",0.0,0.0,0,"","",0.3091,225.64,0.0,0.0,2.5,us-east-1-bue-1,"Argentina (Buenos Aires)","AWS Local Zone","South America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,695.0,87.0,4000.0,2780.0,348.0,15700.0,required,0.3654,266.74,0.3667,267.69
c5d.12xlarge,c5d,"Compute optimized","Intel Xeon Platinum 8275L","Intel AVX; Intel AVX2; Intel AVX512; Intel Deep Learning Boost; Intel Turbo",48.0,24.0,2.0,98304.0,96.0,"2 x 900 NVMe SSD",1800.0,"12 Gigabit",0.0,0.0,0,"","",2.88,2102.4,0.0,0.0,3.6,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,3.005,2193.65,3.398,2480.54
c5d.2xlarge,c5d,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,16384.0,16.0,"1 x 200 NVMe SSD",200.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.48,350.4,0.0,0.0,3.4,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,2300.0,288.0,10000.0,4750.0,594.0,20000.0,required,0.58,423.4,0.595,434.35
c5d.4xlarge,c5d,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,32768.0,32.0,"1 x 400 NVMe SSD",400.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.96,700.8,0.0,0.0,3.4,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,4750.0,594.0,20000.0,4750.0,594.0,20000.0,required,1.085,792.05,1.133,827.09
c5d.xlarge,c5d,"Compute optimized","Intel Xeon Platinum 8124M","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,8192.0,8.0,"1 x 100 NVMe SSD",100.0,"Up to 10 Gigabit",0.0,0.0,0,"","",0.24,175.2,0.0,0.0,3.4,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",1,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,1150.0,144.0,6000.0,4750.0,594.0,20000.0,required,0.296,216.08,0.298,217.54
c6gn.12xlarge,c6gn,"Compute optimized","AWS Graviton2 Processor","",48.0,48.0,1.0,98304.0,96.0,"EBS only",0.0,"75 Gigabit",0.0,0.0,0,"","",2.592,1892.16,0.2592,189.22,2.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,28500.0,3563.0,120000.0,28500.0,3563.0,120000.0,required,2.717,1983.41,3.1104,2270.59
c6gn.16xlarge,c6gn,"Compute optimized","AWS Graviton2 Processor","",64.0,64.0,1.0,131072.0,128.0,"EBS only",0.0,"100 Gigabit",0.0,0.0,0,"","",3.456,2522.88,0.3456,252.29,2.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,38000.0,4750.0,160000.0,38000.0,4750.0,160000.0,required,3.581,2614.13,4.1472,3027.46
c6gn.2xlarge,c6gn,"Compute optimized","AWS Graviton2 Processor","",8.0,8.0,1.0,16384.0,16.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.432,315.36,0.0432,31.54,2.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,4750.0,594.0,20000.0,9500.0,1188.0,40000.0,required,0.557,406.61,0.5472,399.46
c6gn.4xlarge,c6gn,"Compute optimized","AWS Graviton2 Processor","",16.0,16.0,1.0,32768.0,32.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",0.864,630.72,0.0864,63.07,2.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,9500.0,1188.0,40000.0,9500.0,1188.0,40000.0,required,0.989,721.97,1.0368,756.86
c6gn.8xlarge,c6gn,"Compute optimized","AWS Graviton2 Processor","",32.0,32.0,1.0,65536.0,64.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",1.728,1261.44,0.1728,126.14,2.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,19000.0,2375.0,80000.0,19000.0,2375.0,80000.0,required,1.853,1352.69,2.0736,1513.73
c6gn.large,c6gn,"Compute optimized","AWS Graviton2 Processor","",2.0,2.0,1.0,4096.0,4.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.108,78.84,0.0108,7.88,2.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,1235.0,154.0,5000.0,9500.0,1188.0,40000.0,required,0.1643,119.94,0.1368,99.86
c6gn.medium,c6gn,"Compute optimized","AWS Graviton2 Processor","",1.0,1.0,1.0,2048.0,2.0,"EBS only",0.0,"Up to 16 Gigabit",0.0,0.0,0,"","",0.054,39.42,0.0055,4.01,2.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,760.0,95.0,2500.0,9500.0,1188.0,40000.0,required,0.1103,80.52,0.0684,49.93
c6gn.xlarge,c6gn,"Compute optimized","AWS Graviton2 Processor","",4.0,4.0,1.0,8192.0,8.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.216,157.68,0.0216,15.77,2.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,arm64,AWS,"","",default,supported,2375.0,297.0,10000.0,9500.0,1188.0,40000.0,required,0.2723,198.78,0.2736,199.73
c6i.12xlarge,c6i,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",48.0,24.0,2.0,98304.0,96.0,"EBS only",0.0,"18.75 Gigabit",0.0,0.0,0,"","",2.55,1861.5,0.2558,186.73,3.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,15000.0,1875.0,60000.0,15000.0,1875.0,60000.0,required,2.675,1952.75,3.0684,2239.93
c6i.16xlarge,c6i,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",64.0,32.0,2.0,131072.0,128.0,"EBS only",0.0,"25 Gigabit",0.0,0.0,0,"","",3.4,2482.0,0.34,248.2,3.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,20000.0,2500.0,80000.0,20000.0,2500.0,80000.0,required,3.525,2573.25,4.0912,2986.58
c6i.24xlarge,c6i,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",96.0,48.0,2.0,196608.0,192.0,"EBS only",0.0,"37.5 Gigabit",0.0,0.0,0,"","",5.1,3723.0,0.51,372.3,3.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,30000.0,3750.0,120000.0,30000.0,3750.0,120000.0,required,5.225,3814.25,6.1368,4479.86
c6i.2xlarge,c6i,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.425,310.25,0.0425,31.03,3.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,2500.0,313.0,12000.0,10000.0,1250.0,40000.0,required,0.55,401.5,0.5402,394.35
c6i.32xlarge,c6i,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",128.0,64.0,2.0,262144.0,256.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",6.8,4964.0,0.6849,499.98,3.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,40000.0,5000.0,160000.0,40000.0,5000.0,160000.0,required,6.925,5055.25,8.0288,5861.02
c6i.4xlarge,c6i,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.85,620.5,0.085,62.05,3.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,5000.0,625.0,20000.0,10000.0,1250.0,40000.0,required,0.975,711.75,1.0228,746.64
c6i.8xlarge,c6i,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",32.0,16.0,2.0,65536.0,64.0,"EBS only",0.0,"12.5 Gigabit",0.0,0.0,0,"","",1.7,1241.0,0.1706,124.54,3.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,10000.0,1250.0,40000.0,10000.0,1250.0,40000.0,required,1.825,1332.25,2.0456,1493.29
c6i.large,c6i,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,4096.0,4.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.1062,77.56,0.0106,7.74,3.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,650.0,81.0,3600.0,10000.0,1250.0,40000.0,required,0.1626,118.66,0.1351,98.59
c6i.metal,c6i,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",128.0,64.0,2.0,262144.0,256.0,"EBS only",0.0,"50 Gigabit",0.0,0.0,0,"","",6.8,4964.0,0.68,496.4,3.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,1,"",x86_64,Intel,"","",default,supported,40000.0,5000.0,160000.0,40000.0,5000.0,160000.0,required,6.925,5055.25,8.0288,5861.02
c6i.xlarge,c6i,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,8192.0,8.0,"EBS only",0.0,"Up to 12.5 Gigabit",0.0,0.0,0,"","",0.2125,155.13,0.0213,15.55,3.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1250.0,156.0,6000.0,10000.0,1250.0,40000.0,required,0.2688,196.22,0.2701,197.17
c6in.2xlarge,c6in,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,16384.0,16.0,"EBS only",0.0,"Up to 40 Gigabit",0.0,0.0,0,"","",0.567,413.91,0.0567,41.39,3.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,6250.0,781.0,25000.0,25000.0,3125.0,100000.0,required,0.692,505.16,0.6822,498.01
c6in.4xlarge,c6in,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",16.0,8.0,2.0,32768.0,32.0,"EBS only",0.0,"Up to 50 Gigabit",0.0,0.0,0,"","",1.134,827.82,0.1134,82.78,3.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,12500.0,1563.0,50000.0,25000.0,3125.0,100000.0,required,1.259,919.07,1.3068,953.96
c6in.large,c6in,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",2.0,1.0,2.0,4096.0,4.0,"EBS only",0.0,"Up to 25 Gigabit",0.0,0.0,0,"","",0.1417,103.48,0.032,23.36,3.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,1562.0,195.0,6250.0,25000.0,3125.0,100000.0,required,0.1981,144.58,0.1706,124.5
c6in.xlarge,c6in,"Compute optimized","Intel Xeon 8375C (Ice Lake)","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",4.0,2.0,2.0,8192.0,8.0,"EBS only",0.0,"Up to 30 Gigabit",0.0,0.0,0,"","",0.2835,206.95,0.0788,57.52,3.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",0,"",1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,"","",default,supported,3125.0,391.0,12500.0,25000.0,3125.0,100000.0,required,0.3398,248.05,0.3411,249.0
g4dn.2xlarge,g4dn,"GPU instance","Intel Xeon Family","Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo",8.0,4.0,2.0,32768.0,32.0,"225 GB NVMe SSD",225.0,"Up to 25 Gigabit",16384.0,16.0,1.0,T4,16384.0,1.015,740.95,0.0,0.0,2.5,us-east-1-chi-1,"US East (Chicago)","AWS Local Zone","North America",1,NVIDIA,1,"on-demand, spot",ebs,hvm,0,nitro,x86_64,Intel,required,required,default,supported,1150.0,144.0,6000.0,3500.0,438.0,20000.0,required,1.14,832.2,1.13,824.9
